-69.9470748911655,-3.9867,LETICIA,144.094543457031
-75.5759735041668,6.25128995462448,MEDELLÍN,1469.15234375
-70.759887688876,7.08993207472309,ARAUCA,129
-72.9114713534895,11.5438439676894,RIOHACHA,10.0028705596924
-67.4984208441818,6.18503150761576,PUERTO CARREÑO,53.7234230041504
-74.186383,11.24568,SANTA MARTA,8.09430408477783
-74.810073845931,10.976521601973,BARRANQUILLA,84.8703155517578
-73.2488861012257,10.4811574128405,VALLEDUPAR,174.875473022461
-75.4934,10.4141848285285,CARTAGENA,1.70906388759613
-75.3977050716558,9.30674850020716,SINCELEJO,215.818908691406
-75.8873443539833,8.75979434523211,MONTERÍA,16.3695812225342
-72.4978942798224,7.90247689761443,CÚCUTA,292.787384033203
-73.1169967580292,7.10514174981263,BUCARAMANGA,941.445922851563
-76.6550674371715,5.69765721835433,QUIBDÓ,30.4248123168945
-73.3705444265837,5.53439151336481,TUNJA,2855.81591796875
-72.4030380177448,5.34929143474913,YOPAL,357.770446777344
-75.4956207208922,5.06215297270668,MANIZALES,2131.7607421875
-75.6927413874063,4.80875073958159,PEREIRA,1403.41442871094
-74.0962676933192,4.64730178409559,SANTA FE DE BOGOTÁ,2553.91723632813
-75.1916503839093,4.43642770342414,IBAGUÉ,1081.14697265625
-75.6995544367078,4.52924357940428,ARMENIA,1390.22521972656
-73.6374282767513,4.15730725820001,VILLAVICENCIO,488.772338867188
-67.9234162417424,3.87209974163615,INÍRIDA,93.7625961303711
-76.5242004326088,3.4262827544158,CALI,960.393737792969
-75.2795181206766,2.92287003097258,NEIVA,444.859649658203
-72.6408996512117,2.55345117149258,SAN JOSÉ DEL GUAVIARE,184.749084472656
-76.6146545340209,2.44800483276533,POPAYÁN,1722.65673828125
-75.6221694878188,1.62437259256993,FLORENCIA,323.426116943359
-70.2254562360183,1.26443671261389,MITU,171.719802856445
-76.642051689641,1.1748987346326,MOCOA,648.627746582031
-77.2847466015938,1.21371002531483,PASTO,2556.2900390625
-81.704725,12.58197,SAN ANDRES,34.7305335998535
